,Cod. Fornecedor,Cod. Prod,Nome,Margem,Quant. Frac,Pr. Venda
0,f3101937 17806,f1502223,BOM AR AERO ROMANCE 360ml PROMO Un,50,1,13.99
1,f3102096 17808,f1502224,BOM AR FRESHMATIC ROMANCE RF 250ml Cx C/6,50,6,30.50
