,Cod. Fornecedor,Cod. Prod,Nome,Margem,Quant. Frac,Pr. Venda
62,f7622300862336,f6311,361079-SHOT 20G                       MONDELEZ          20X20,50,20,1.99
63,f7622210592637,f1711,361165-TRAKINAS 1/2 CHOC/MORANGO      MONDELEZ         06X126,50,6,2.99
64,f7622300830151,f194304,353893-OREO FLOWPACK                  MONDELEZ          01X90,50,1,4.5
65,f7622300990701,f3534,361217-CLUB SOCIAL ORIGINAL           MONDELEZ        01X6X24,50,1,5.5
66,f7622300992293,f800,361225-CLUB SOCIAL INTEGRAL           MONDELEZ        01X6X24,50,1,5.2
67,f7622210754813,f9641,361287-COOKIE AO LEITE                MONDELEZ         06X80G,50,6,5.2
68,f7622210560292,f192710,361149-TANG ABACAXI L10P8             MONDELEZ          10X25,50,10,1.5
69,f7622210560377,f6287,361151-TANG LARANJA L10P8             MONDELEZ          10X25,50,10,1.5
70,f7891079000427,f568,491204-MAC TALHARIM BOLONHESA         NISSIN            10X99,50,10,3.2
71,f7622210961723,f7130,361360-AMARO 90G                      MONDELEZ          17X90,50,17,6.99
72,f7622300991425,f1491,361581-LAKA 90G                       MONDELEZ          17X90,50,17,6.99
73,f7622300786595,f2060,351679-BUBBLY AERADO AO LEITE 110G    MONDELEZ         12X110,50,12,6.99
74,f7622210566393,f4430,361428-BIS BLACK XTRA                 MONDELEZ          24X45,50,24,3.2
75,f7622210566331,f7818,361429-BIS OREO XTRA                  MONDELEZ          24X45,50,24,3.2
76,f7622210592668,f1712,361166-TRAKINAS 1/2 CHOC/CHOC BRANCO  MONDELEZ         06X126,50,6,2.99
77,f7622300873554,f194304,361171-OREO CHOCOLATE FLOWPACK        MONDELEZ          06X90,50,6,4.5
78,f7622210956002,f996653,361276-HALLS CEREJA SM                MONDELEZ     05X03X28,50,15,1.2
79,f7622210956798,f998836,361279-HALLS MENTA SM                 MONDELEZ     05X03X28,50,15,1.2
80,f7622210689627,f5805,361369-LACTA INTENSE ORIGINAL 60      MONDELEZ          17X85,50,17,9.5
81,f7622300862374,f6310,361081-AO LEITE 20G                   MONDELEZ          20X20,50,20,1.99
82,f7622210661661,f1006211,361661-CLUB SOC RECH REQUEIJAO        MONDELEZ      01X4X26.5,50,1,5.2
83,f7891079001561,f7814,491185-LAMEN CREMOSO FRANGO F18       NISSIN            10X88,50,10,2.50
84,f7891079013229,f077,491274-LAMEN CREM MOLHO DE QUEIJO     NISSIN          10X88GR,50,10,2.5
85,f7891079000250,f6834,491006-LAMEN BACON                    NISSIN            10X85,50,10,2.2
86,f7891079000311,f653214,491064-LAMEN CARNE TOMATE             NISSIN            10X85,50,10,2.50
87,f7891079012963,f995513,491093-LAMEN COSTELA                  NISSIN            10X85,50,10,2.2
88,f7891079013793,f00022,491352-LAMEN CANJINHA DE GALINHA      NISSIN            10X75,50,10,2.5
89,f7891079013120,f7195,491191-CUP NOODLES BOLONHESA          NISSIN            03X72,50,3,4.99
90,f7891021006071,f4389,661072-CAFE TRADICIONAL               MELITTA          01X250,50,1,15.99
91,f7622210661777,f1493,361332-BELVITA MACA E CANELA 75G      MONDELEZ        01X3X25,50,1,4.99
92,f7622210661708,f10215,361333-BELVITA AVELA 75G              MONDELEZ        01X3X25,50,1,4.99
93,f7622210661814,f501,361335-BELVITA MEL 75G                MONDELEZ        01X3X25,50,1,4.99
94,f7622210661852,f3664,361337-BELVITA CACAU CEREAIS          MONDELEZ        01X3X25,50,1,4.99
95,f7622210661746,f1316,361338-BELVITA LEITE 75G              MONDELEZ        01X3X25,50,1,4.99
96,f7895800481004,f1862,351698-TRIDENT T2 TUTTI FRUTT SM      MONDELEZ          05X04,50,20,1.99
97,f7622210641946,f8094,361310-LAKA OREO 20G                  MONDELEZ          20X20,50,20,2.2
98,f7622300859947,fGENERICO,361112-GEL REG FRAMBOESA 25G          MONDELEZ          15X25,50,15,1.99
99,f7891079013809,f1102221,491353-LAMEN CALDINHO DE FEIJAO       NISSIN            10X75,50,10,2.5
100,f7891079006009,f1535,491015-MACARRAO T3                    NISSIN           05X500,50,5,7.5
101,f7891079006016,f1534,491016-MACARRAO T5                    NISSIN           05X500,50,5,7.5
102,f7891021008600,f4309,661105-CAPUCCINO TRADICIONAL          MELITTA          03X200,50,3,12.5
103,f7891021007450,f72760,661512-CAFE SOL GRAN DESCAF 50G       MELITTA           03X50,50,3,12.99
104,f7622300860066,f113514,361119-GEL REG ABACAXI 25G            MONDELEZ          15X25,50,15,1.99
105,f7891079001523,f694352,491184-LAMEN CREMOSO PICANHA F18      NISSIN            10X88,50,10,2.5
106,f7891079012987,f121,490361-LAMEN PROMO TRADICIONAL        NISSIN            12X06,50,72,1.99
107,f7622210561985,f2702221,361589-BUBBALOO BALA TUTTI FRUTTI     MONDELEZ         07X75G,50,7,6.99
108,f7622300862466,f7784,361080-LAKA 20G                       MONDELEZ          20X20,50,20,2.2
109,f7896035733449,f2503221,661344-CAFE VAC BJ EXFORTE            MELITTA          01X500,50,1,26.2
110,f7622210567550,f194304,361431-LACTA OREO RECHEADO            MONDELEZ          17X90,50,17,6.99
111,f7622300867119,f124316A,361086-LACTA 5STAR 40G                MONDELEZ          18X40,50,18,2.99
112,f7895800412794,f1908216,361062-TRIDENT FRESH INTENSE SM       MONDELEZ          05X04,50,20,1.99
113,f7622300989408,f7689,361476-OREO MORANGO FLOWPACK          MONDELEZ          06X90,50,6,4.5
114,f7622210561909,f0504223,361588-BUBBALOO BALA CITRICO MORANGO  MONDELEZ       07X82.5G,50,7,6.99
115,f7622210696649,f1457,361130-CLIGHT LARANJA                 MONDELEZ          15X08,50,15,1.99
116,f7622300859824,f084910,361117-GEL REG MORANGO 25G            MONDELEZ          15X25,50,15,1.99
117,f7891079000410,f4542,491208-MAC TALH CARNE COM TOMATE      NISSIN            10X99,50,10,3.2
118,f7891079013267,f88995566,491276-MAC TALH CARBONARA             NISSIN            10X99,50,10,3.2
119,f7891021007344,f6866,661771-PUCCINO CHOCOLATE 200G         MELITTA          03X200,50,3,13.5
120,f7896348300895,f1904221,661225-CAFE MELITTA GRAN SOL TRAD SAC MELITTA           03X40,50,3,6.2
121,f7891021002127,f13386,661240-COADOR BRIGITTA 103/30 48      MELITTA           06X30,50,6,5.2
