,Cod. Fornecedor,Cod. Prod,Nome,Margem,Quant. Frac,Pr. Venda
44,f01975021,f6197,"099 MOLHO PARMEGIANA QUERO SACHE(1281)24X340 %AGR:  00,0000 BASE ST: *********26,34 VALOR ST: **********4,74",50,24,2.99
45,f01975061,f6049,"099 MOLHO NAPOLITANO QUERO SACHE.1286)24X340 %AGR:  00,0000 BASE ST: *********26,34 VALOR ST: **********4,74",50,24,2.99
46,f01976171,f4967,001 FEIJAO CARIOCA QUERO..(650).......24X340 HEINZ,50,24,6.99
47,f01986001,f1273,"099 KETCHUP HEINZ FP.....1092.........16X397 %AGR:  69,9200 BASE ST: ********135,81 VALOR ST: *********14,85",50,16,11.99
48,f00631282,f3056,"099 M MS MINIS TUBO SEM PRECO.......1X12X30G %AGR:  00,0000 BASE ST: *********16,27 VALOR ST: **********2,93",50,12,3.99
49,f00631332,f72650,"099 M MS CRISPY...................01X18X35GR %AGR:  00,0000 BASE ST: *********24,40 VALOR ST: **********4,39",50,18,4.2
50,f00632122,f72248,000 TWIX ORIGINAL..................1X18X40GR MARS,50,18,2.99
51,f00632142,f1910211,000 TWIX DARK.....................01X18X40GR MARS,50,18,2.99
52,f00633252,f72230,"099 SNICKERS ORIGINAL.............01X20X45GR %AGR:  81,2800 BASE ST: *********38,08 VALOR ST: **********4,33",50,20,2.99
53,f00465334,f2906,"099 WHISKAS DRY FILHOTE CARNE........1X500GR %AGR:  00,0000 BASE ST: *********26,64 VALOR ST: **********4,80",50,1,23.99
54,f01160001,f2368,001 FILME PVC TRANSPARENTE...........25X15MT ROYAL,50,25,6.5
55,f01975074,f6916,"099 MOLHO ERVAS FINAS QUERO SACHE(6060)1X340 %AGR:  00,0000 BASE ST: *********13,08 VALOR ST: **********2,35",50,1,2.99
