,Cod. Fornecedor,Cod. Prod,Nome,Margem,Quant. Frac,Pr. Venda
0,f900400,f2907211,"BATATA MORIXE 10MM (25X0,400GR) CX 10KG",50,2.5,5.99
1,f1694,f2405221,MASSA SPAGHETTI MORIXE 12X500G,50,12,6.50
