,Cod. Fornecedor,Cod. Prod,Nome,Margem,Quant. Frac,Pr. Venda
108,f119966,f72357,CHOC.TRENTO MOUSSE DE MARACUJA,50,1.0,2.5
109,f27936,f2764,FEIJOADA ODERICH,50,1.0,9.99
110,f50407,f865,FAR.DE MILHO C.LARGO AMARELA,50,1.0,7.99
111,f27960,f479,CERA PASTA CANARIO INCOLOR,50,1.0,19.2
112,f92487,f3698,SC BEL 99 POTE(NR.ONU-1823). (HIDROX SOD),50,1.0,26.5
113,f4023,f2221,FEIJAO CARIOCA PE VERMELHO T-1,30,1.0,11.5
114,f123347,f2511212,DESINF.LIMPS TALCO,50,1.0,2.99
115,f120796,f99966,SAPOLIO CREMOSO RADIUM CLASSICO,50,1.0,8.5
116,f120799,f2434,SAPOLIO CREMOSO RADIUM CLORO,50,1.0,7.2
117,f2375,f3116,MOSTARDA DIVINA MESA BISNAGA,50,1.0,3.99
118,f60380,f828,QUIRERINHA CAMPO LARGO,50,1.0,4.2
119,f76600,f642,MOLHO DE T.QUERO SACHE TRAD REF (1280),50,1.0,1.99
120,f31038,f2092,EXT.T.ELEFANTE 130GR,50,1.0,3.99
121,f66990,f12458895,AGUA SANIT.DA ILHA,50,1.0,7.5
122,f117081,f12366,"PAPEL ALUMINIO DIVINA MESA 45X7,5",50,1.0,8.99
123,f85723,f161,ABS.SYM ABAS C.SUAVE ROXO (ARA18),50,1.0,4.5
124,f1667,f354,ABS.SYM ABAS NOITE E DIA AZUL (ANA18),50,1.0,7.5
125,f430,f162,ABS.SYM ABAS C.SECA LARANJA(ASA18),50,1.0,3.99
126,f850,f2325,ABS.SYM ABAS C.SUAVE GIRL (AGA18),50,1.0,4.2
127,f3304,f5145,REMOVEDOR DE ESMALTE FARMAX (PROPANONA),50,1.0,4.5
128,f118165,f388,HASTES FLEX.COTTONBABY CARTUCHO,50,1.0,2.99
129,f122623,f2270,DROPS PASTILHA GAROTO HORTELA,50,1.0,1.2
130,f121285,f3510,LIMPADOR CONC.COALA CITRIODORA,50,1.0,13.5
131,f119325,f2631,ISQUEIRO BIC MINI L4P3 (NR.ONU-1057),70,4.0,3.5
132,f92223,f1088,COLA THREE BOND SUPER SM.,50,1.0,2.2
133,f46388,f197,COLA S.BONDER ORIGINAL,50,1.0,7.5
134,f94110,f580,MASSA GALO ESPAG.8 SEMOLA,50,1.0,10.5
135,f60984,f30,DETER.LIQ.YPE CLEAR,50,1.0,3.99
136,f54712,f443,DETER.LIQ.YPE NEUTRO,50,1.0,3.2
137,f3216,f1348,SACO LIXO LIMPS 50L,50,1.0,3.99
138,f116644,f3369,LUVA LATEX FORRADA (AM) SANRO TOP M,50,1.0,11.99
139,f120940,f6356,MAIONESE DIVINA MESA BISNAGA,50,1.0,3.99
140,f120965,f5447,ESPONJA ACO INOX LIMPS 8G,50,1.0,2.5
141,f118588,f7086,TORRADA ISABELA MULTIGRAOS,50,1.0,3.99
142,f118586,f72271,TORRADA ISABELA INTEGRAL,50,1.0,4.5
143,f123336,f210120221,BISC.ORQUIDEA TORTISSIMAS LIMAO,50,1.0,2.5
144,f123335,f2101222,BISC.ORQUIDEA TORTISSIMAS CHOCOLATE,50,1.0,2.5
145,f909,f1271,MAIONESE QUERO SACHE,50,1.0,2.2
146,f120271,f72594,MAIONESE QUERO POTE,50,1.0,6.99
147,f6692,f7298,MAIONESE LIZA TRAD.PET,50,1.0,8.5
148,f117670,f2008211,SAB.LIQ.PREMISSE CLASSIC ECO BLUE C/V,50,1.0,11.99
149,f119024,f7664,INSET.AERO.MAT INSET MULTI INSET GTS 33%,50,1.0,11.99
150,f119026,f4368,INSET.AERO.MAT INSET SEM CHEIRO GTS 33%,50,1.0,11.99
151,f46027,f5564,AM.BABY SOFT TOQUE CUIDADO BRANCO,50,1.0,7.99
152,f32301,f7747,AM.BABY SOFT TOQUE MACIEZ ROSA,50,1.0,8.2
153,f120534,f2601221,AROMA ARTIF.BAUNILHA MAVALERIO,50,1.0,3.99
154,f123203,f2601224,CAFE NESCAFE TRADICAO FORTE L300P250G LT,30,0.0,10.0
155,f123333,f2601223,BISC.ORQUIDEA TORTISSIMAS MORANGO,50,1.0,2.5
156,f123334,f2601222,BISC.ORQUIDEA TORTISSIMAS CHOC+LEITE,50,1.0,2.5
157,f119752,f5440,GELADINHO AMERICANO SORTIDO,50,0.025,11.99
158,f120880,f4369,INSET.ESPIRAL BOA NOITE ORIGINAL (CAIXA),50,1.0,3.99
159,f6965,f1338,COPO P.DIVINA MESA 180ML BCO.INMETRO,50,1.0,7.5
160,f33987,f72236,MILHO VERDE QUERO LT.,50,1.0,4.5
161,f69337,f4352,INSET.AP.PAST.MAT INSET BI.+4 REFIL,50,1.0,18.5
162,f54747,f451,DETER.LIQ.YPE COCO,50,1.0,3.2
163,f971,f8024,LIMPADOR PERF.CASA&PF.BELA FLORE (VERDE),50,1.0,5.99
164,f121917,f72583,ALCOOL GEL LIMPS 70 GL (NR.ONU-117),50,1.0,10.5
165,f118729,f7501,MASSA D.BENTA LASANHA DIR.FORNO TRADIC.,50,1.0,3.99
166,f62758,f2991,SAL REFINADO DIANA,50,1.0,3.5
167,f30473,f03156,AP.B.PRESTOB.ULTRAGRIP AZUL,50,2.0,3.5
168,f119702,f2150,PALITO DIVINA MESA (BAMBU),50,1.0,0.99
169,f118755,f1202222,LUSTRA MOVEIS LIMPS LAVANDA,50,1.0,4.99
170,f118754,f1202223,LUSTRA MOVEIS LIMPS FLORAL,50,1.0,4.5
171,f122298,f6008,DESOD.SAN.PEDRA LIMPS EUCALIPTO,50,1.0,2.2
172,f36031,f5025,AM.BABY SOFT TOQUE SEDUTOR LILAS,50,1.0,7.5
173,f2510,f1310,MASSA INST.DIVINA MESA GALINHA,50,1.0,1.5
174,f60062,f7616,VELA IGUACU N.3 17GR,50,1.0,5.99
175,f2389,f2063,LEITE COND.PIRACANJUBA SEMIDESNATADO TP.,50,1.0,8.99
176,f37095,f2582,CR.D.COLGATE MPA ANTI-CARIE (90GR),50,1.0,5.99
177,f120028,f7497,ACUCAR DEMERARA CARAVELAS NATURAL,50,1.0,7.2
178,f121182,f2110211,TENYS PE BARUEL TALCO P\PES WOMAN (FEM.),50,1.0,10.5
179,f90948,f2318,CHA MATTE LEAO (GRANEL),50,1.0,10.5
180,f161,f467,P.H.CLASSY PLUS FS.NEUTRO (16X4),50,1.0,3.99
181,f116456,f155918,COADOR CAFE GALITOS PEQ.FLANELA CABO MAD,50,1.0,3.99
182,f53309,f2178,ERVA MATE REGINA,50,1.0,9.99
183,f120970,f144,FERMENTO ROYAL QMCO PO PT L12P11,50,1.0,3.99
184,f538,f3167,"GUARDANAPO DIVINA MESA 28CMX32,5CM",50,1.0,2.99
185,f122325,f1602225,DIFUSOR DE AROMAS COALA ESPECIARIAS,50,1.0,14.2
186,f122327,f1605222,DIFUSOR DE AROMAS COALA MANGA,50,1.0,14.2
187,f80519,f4389,CAFE MELITTA TRADICIONAL VACUO 250GR,30,1.0,11.5
188,f117669,f8016,SAB.LIQ.PREMISSE CLASSIC E.DOCE SOFT C/V,50,1.0,11.99
189,f116893,f5283,PAPEL CELOF.WYDA ROLO 5MX45CM,50,1.0,11.99
190,f4121,f2585,FOSF.PINHEIRO CX MADEIRA 40 PALITOS,50,1.0,4.2
191,f28371,f59463,FERMENTO D.BENTA FERMIX BIO INST ENV,50,1.0,1.2
192,f51810,f817,ARROZ BURITI PARBOILIZADO T-1,30,1.0,23.5
193,f118841,f8026,LIMPADOR PERF.CASA&PF.MIST.DI AMORE,50,1.0,5.99
194,f441,f2453,ABACAXI DIVINA MESA RODELAS,50,1.0,13.5
195,f79987,f3827,ABS.SYM COB.SUAVE S/ABAS VERDE (AVA18),50,1.0,4.5
196,f48488,f972,FAR.DE TRIGO ESP.ANACONDA,50,1.0,6.99
197,f116645,f3368,LUVA LATEX FORRADA (AM) SANRO TOP G,50,1.0,11.99
198,f121792,f6179,CAFE MELITTA EXTRA FORTE VACUO 250GR,30,1.0,11.99
199,f80421,f599,SARDINHA PESCADOR TOMATE (ABRE-FACIL),50,1.0,6.5
200,f32311,f5561,AM.BABY SOFT TOQUE ENVOLVENTE PRETO,50,1.0,8.2
201,f117174,f5697,CORDA P/VARAL N.10 LIMPS TRANCADA,50,1.0,4.2
202,f121400,f2502221,AZEITONA VALE FERTIL FATIADA PTA DOY PAC,50,1.0,6.5
203,f119464,f4340,AZEITONA LA VIOLETERA C/C DOY PACK,50,1.0,4.5
204,f2017,f4440,CORDA P/VARAL N.5 LIMPS TRANCADA,50,1.0,1.99
205,f5703,f3884,NAFTALINA GALITOS,50,1.0,2.5
206,f119703,f4928,ESPETINHO BAMBU DIVINA MESA 25 CM,50,1.0,4.5
207,f121282,f7164,LIMPADOR CONC.COALA ALGODAO,50,1.0,12.99
208,f50423,f1455,FUBA CAMPO LARGO AMARELO FINO,50,1.0,5.99
209,f119566,f72274,CHOC.TRENTO TORTA DE LIMAO,50,1.0,2.5
210,f51969,f1558,VINAGRE DA ILHA DE ALCOOL BCO,50,1.0,2.99
211,f117546,f5050,ARROZ BURITI PARB. INTEGRAL T-1,30,1.0,5.99
212,f116052,f264,FAROFA DE MAND.PINDUCA SABOR CHURRASCO,50,1.0,5.2
213,f122497,f0804223,CHOC.TRENTO MORANGO COBERT.CHOCOLATE,50,1.0,2.2
