,Cod. Fornecedor,Cod. Prod,Nome,Margem,Quant. Frac,Pr. Venda
0,f574783,f7864,MARG DORIANA CS 24X250G,50,24,5.50
1,f500388,f4297,TEXAS BURGER GRANEL,50,35.72,1.99
2,f571954,f72752,MARG DORIANA CS 12X500G,50,12,10.20
